	RF Time	For Pwr (W) 	Refl Pwr (W)	Cycles Remaining	Recipe	Loop
	 2.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	 5.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	 8.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	11.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	14.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	17.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	20.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	23.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	26.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	29.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	32.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	35.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	38.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	41.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	44.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	47.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	50.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	53.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	56.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	59.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	62.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	65.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	68.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	71.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	74.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	77.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	80.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	83.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	86.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	89.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	92.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	95.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	98.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	101.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	104.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	107.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	110.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	113.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	116.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	119.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	122.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	125.2	 0.0	 0.0	100	Plasma TiO2 Standard	
	128.2	 0.0	 0.0	100	Plasma TiO2 Standard	
